Index	Lat			Lon			Icon	Name	Description	Notes	URL	Link Text	Altitude (m)	Distance (km)	Speed (m/s)	Course (°)	Time	HDOP	VDOP	PDOP	Satellites	Fix
1254	49.500062	N	49° 30.003700' N	15.900972	E	15° 54.058300' E					""		506.500000	3.797942	1.713611	288.390015	44297.556157	0.750000	0.710000	1.030000	14	dgps
1255	49.500070	N	49° 30.004200' N	15.900928	E	15° 54.055700' E					""		507.000000	3.801210	2.053611	289.170013	44297.556169	0.750000	0.710000	1.030000	14	dgps
1256	49.500072	N	49° 30.004300' N	15.900887	E	15° 54.053200' E					""		506.200000	3.804228	1.532222	285.179993	44297.556181	0.790000	1.010000	1.280000	14	dgps
1257	49.500075	N	49° 30.004500' N	15.900842	E	15° 54.050500' E					""		506.000000	3.807502	1.890278	282.049988	44297.556192	0.670000	0.650000	0.930000	15	dgps
1258	49.500080	N	49° 30.004800' N	15.900793	E	15° 54.047600' E					""		505.500000	3.811040	2.156667	279.130005	44297.556204	0.670000	0.650000	0.930000	15	dgps
1259	49.500087	N	49° 30.005200' N	15.900745	E	15° 54.044700' E					""		505.900000	3.814613	2.266389	283.589996	44297.556215	0.680000	0.870000	1.100000	15	dgps
1260	49.500095	N	49° 30.005700' N	15.900705	E	15° 54.042300' E					""		507.400000	3.817650	2.500278	277.529999	44297.556227	0.650000	0.830000	1.050000	16	dgps
1261	49.500095	N	49° 30.005700' N	15.900653	E	15° 54.039200' E					""		508.000000	3.821385	2.718611	277.459991	44297.556238	0.650000	0.830000	1.050000	16	dgps
1262	49.500095	N	49° 30.005700' N	15.900603	E	15° 54.036200' E					""		508.900000	3.825000	2.695555	276.200012	44297.556250	0.650000	0.830000	1.050000	16	dgps
1263	49.500093	N	49° 30.005600' N	15.900537	E	15° 54.032200' E					""		508.600000	3.829823	2.714444	274.380005	44297.556262	0.640000	0.640000	0.900000	16	dgps
1264	49.500075	N	49° 30.004500' N	15.900488	E	15° 54.029300' E					""		509.100000	3.833870	2.297778	271.500000	44297.556273	0.650000	0.830000	1.050000	16	dgps
1265	49.500067	N	49° 30.004000' N	15.900445	E	15° 54.026700' E					""		509.600000	3.837137	2.261111	273.640015	44297.556285	0.650000	0.830000	1.050000	16	dgps
1266	49.500068	N	49° 30.004100' N	15.900398	E	15° 54.023900' E					""		509.300000	3.840516	2.030555	277.160004	44297.556296	0.640000	0.640000	0.900000	16	dgps
1267	49.500073	N	49° 30.004400' N	15.900350	E	15° 54.021000' E					""		509.200000	3.844054	1.900556	280.660004	44297.556308	0.650000	0.830000	1.050000	16	dgps
1268	49.500078	N	49° 30.004700' N	15.900288	E	15° 54.017300' E					""		508.500000	3.848547	2.518611	270.850006	44297.556319	0.640000	0.640000	0.900000	16	dgps
1269	49.500075	N	49° 30.004500' N	15.900227	E	15° 54.013600' E					""		507.700000	3.853021	2.497778	270.230011	44297.556331	0.650000	0.830000	1.050000	16	dgps
1270	49.500078	N	49° 30.004700' N	15.900175	E	15° 54.010500' E					""		507.100000	3.856774	2.021111	273.880005	44297.556343	0.650000	0.830000	1.050000	16	dgps
1271	49.500073	N	49° 30.004400' N	15.900128	E	15° 54.007700' E					""		506.600000	3.860194	2.021945	259.769989	44297.556354	0.650000	0.830000	1.050000	16	dgps
1272	49.500050	N	49° 30.003000' N	15.900103	E	15° 54.006200' E					""		507.700000	3.863358	2.045000	254.399994	44297.556366	0.650000	0.830000	1.050000	16	dgps
1273	49.500040	N	49° 30.002400' N	15.900067	E	15° 54.004000' E					""		507.300000	3.866233	2.187500	254.770004	44297.556377	0.650000	0.830000	1.050000	16	dgps
1274	49.500025	N	49° 30.001500' N	15.900038	E	15° 54.002300' E					""		507.800000	3.868876	1.915000	259.109985	44297.556389	0.650000	0.830000	1.050000	16	dgps
1275	49.500020	N	49° 30.001200' N	15.900005	E	15° 54.000300' E					""		507.700000	3.871349	1.891111	266.890015	44297.556400	0.640000	0.640000	0.900000	16	dgps
1276	49.500010	N	49° 30.000600' N	15.899978	E	15° 53.998700' E					""		508.400000	3.873576	1.870833	270.470001	44297.556412	0.640000	0.640000	0.900000	16	dgps
1277	49.500008	N	49° 30.000500' N	15.899940	E	15° 53.996400' E					""		508.400000	3.876353	1.899167	267.500000	44297.556424	0.640000	0.640000	0.900000	16	dgps
1278	49.499993	N	49° 29.999600' N	15.899913	E	15° 53.994800' E					""		509.200000	3.878904	1.869722	249.750000	44297.556435	0.640000	0.640000	0.900000	16	dgps
1279	49.500003	N	49° 30.000200' N	15.899878	E	15° 53.992700' E					""		509.100000	3.881668	1.868889	259.420013	44297.556447	0.640000	0.640000	0.900000	16	dgps
1280	49.500003	N	49° 30.000200' N	15.899842	E	15° 53.990500' E					""		508.400000	3.884319	2.018889	261.250000	44297.556458	0.640000	0.640000	0.900000	16	dgps
1281	49.500002	N	49° 30.000100' N	15.899802	E	15° 53.988100' E					""		508.000000	3.887217	2.124722	258.799988	44297.556470	0.650000	0.830000	1.050000	16	dgps
1282	49.499992	N	49° 29.999500' N	15.899732	E	15° 53.983900' E					""		508.800000	3.892398	2.393055	260.160004	44297.556481	0.650000	0.830000	1.050000	16	dgps
1283	49.499972	N	49° 29.998300' N	15.899698	E	15° 53.981900' E					""		509.600000	3.895679	2.555278	254.330002	44297.556493	0.650000	0.830000	1.050000	16	dgps
1284	49.499955	N	49° 29.997300' N	15.899662	E	15° 53.979700' E					""		510.800000	3.898915	2.284722	256.790009	44297.556505	0.650000	0.830000	1.050000	16	dgps
1285	49.499942	N	49° 29.996500' N	15.899625	E	15° 53.977500' E					""		511.300000	3.901953	2.048889	259.640015	44297.556516	0.650000	0.830000	1.050000	16	dgps
1286	49.499940	N	49° 29.996400' N	15.899587	E	15° 53.975200' E					""		512.200000	3.904731	2.242778	261.570007	44297.556528	0.650000	0.830000	1.050000	16	dgps
1287	49.499932	N	49° 29.995900' N	15.899548	E	15° 53.972900' E					""		512.900000	3.907653	2.049444	258.470001	44297.556539	0.650000	0.830000	1.050000	16	dgps
1288	49.499922	N	49° 29.995300' N	15.899512	E	15° 53.970700' E					""		513.600000	3.910528	2.050278	253.839996	44297.556551	0.650000	0.830000	1.050000	16	dgps
1289	49.499912	N	49° 29.994700' N	15.899467	E	15° 53.968000' E					""		514.000000	3.913967	2.039444	256.519989	44297.556563	0.640000	0.640000	0.900000	16	dgps
1290	49.499900	N	49° 29.994000' N	15.899437	E	15° 53.966200' E					""		514.000000	3.916495	1.944167	257.649994	44297.556574	0.650000	0.830000	1.050000	16	dgps
1291	49.499903	N	49° 29.994200' N	15.899383	E	15° 53.963000' E					""		515.400000	3.920368	2.030278	263.309998	44297.556586	0.640000	0.640000	0.900000	16	dgps
1292	49.499897	N	49° 29.993800' N	15.899342	E	15° 53.960500' E					""		516.700000	3.923471	2.060555	259.380005	44297.556597	0.650000	0.830000	1.050000	16	dgps
1293	49.499885	N	49° 29.993100' N	15.899290	E	15° 53.957400' E					""		517.700000	3.927426	2.278889	256.390015	44297.556609	0.650000	0.830000	1.050000	16	dgps
1294	49.499872	N	49° 29.992300' N	15.899237	E	15° 53.954200' E					""		519.700000	3.931557	2.109722	255.630005	44297.556620	0.650000	0.830000	1.050000	16	dgps
1295	49.499863	N	49° 29.991800' N	15.899193	E	15° 53.951600' E					""		520.900000	3.934824	1.790556	257.420013	44297.556632	0.650000	0.830000	1.050000	16	dgps
1296	49.499857	N	49° 29.991400' N	15.899170	E	15° 53.950200' E					""		522.100000	3.936667	1.371944	257.420013	44297.556644	0.640000	0.640000	0.900000	16	dgps
1297	49.499850	N	49° 29.991000' N	15.899152	E	15° 53.949100' E					""		523.000000	3.938186	1.097500	257.420013	44297.556655	0.640000	0.640000	0.900000	16	dgps
1298	49.499850	N	49° 29.991000' N	15.899133	E	15° 53.948000' E					""		524.300000	3.939512	0.000000	257.420013	44297.556667	0.640000	0.640000	0.900000	16	dgps
1299	49.499848	N	49° 29.990900' N	15.899127	E	15° 53.947600' E					""		524.500000	3.940028	0.000000	257.420013	44297.556678	0.640000	0.640000	0.900000	16	dgps
1300	49.499848	N	49° 29.990900' N	15.899122	E	15° 53.947300' E					""		524.900000	3.940390	0.000000	257.420013	44297.556690	0.680000	0.640000	0.930000	15	dgps
1301	49.499848	N	49° 29.990900' N	15.899122	E	15° 53.947300' E					""		524.900000	3.940390	0.000000	257.420013	44297.556701	0.680000	0.640000	0.930000	15	dgps
1302	49.499848	N	49° 29.990900' N	15.899122	E	15° 53.947300' E					""		524.900000	3.940390	0.000000	257.420013	44297.556713	0.640000	0.640000	0.900000	16	dgps
1303	49.499848	N	49° 29.990900' N	15.899122	E	15° 53.947300' E					""		524.900000	3.940390	0.000000	257.420013	44297.556725	0.640000	0.640000	0.900000	16	dgps
1304	49.499848	N	49° 29.990900' N	15.899122	E	15° 53.947300' E					""		524.900000	3.940390	0.000000	257.420013	44297.556736	0.640000	0.640000	0.900000	16	dgps
1305	49.499848	N	49° 29.990900' N	15.899122	E	15° 53.947300' E					""		524.900000	3.940390	0.000000	257.420013	44297.556748	0.640000	0.640000	0.900000	16	dgps
1306	49.499848	N	49° 29.990900' N	15.899122	E	15° 53.947300' E					""		524.900000	3.940390	0.000000	257.420013	44297.556759	0.640000	0.640000	0.900000	16	dgps
1307	49.499848	N	49° 29.990900' N	15.899122	E	15° 53.947300' E					""		524.900000	3.940390	0.000000	257.420013	44297.556771	0.670000	0.660000	0.940000	15	dgps
1308	49.499848	N	49° 29.990900' N	15.899122	E	15° 53.947300' E					""		524.900000	3.940390	0.000000	257.420013	44297.556782	0.700000	0.660000	0.970000	14	dgps
1309	49.499848	N	49° 29.990900' N	15.899122	E	15° 53.947300' E					""		524.900000	3.940390	0.000000	257.420013	44297.556794	0.780000	0.720000	1.060000	13	dgps
1310	49.499848	N	49° 29.990900' N	15.899122	E	15° 53.947300' E					""		524.900000	3.940390	0.000000	257.420013	44297.556806	0.870000	0.770000	1.160000	11	dgps
1311	49.499848	N	49° 29.990900' N	15.899122	E	15° 53.947300' E					""		524.900000	3.940390	0.000000	257.420013	44297.556817	0.810000	0.740000	1.100000	12	dgps
1312	49.499848	N	49° 29.990900' N	15.899122	E	15° 53.947300' E					""		524.900000	3.940390	0.000000	257.420013	44297.556829	0.870000	0.750000	1.150000	11	dgps
1313	49.499848	N	49° 29.990900' N	15.899122	E	15° 53.947300' E					""		524.900000	3.940390	0.000000	257.420013	44297.556840	0.900000	0.770000	1.190000	10	dgps
1314	49.499847	N	49° 29.990800' N	15.899150	E	15° 53.949000' E					""		526.300000	3.942447	0.000000	257.420013	44297.556852	0.900000	0.770000	1.190000	10	dgps
1315	49.499860	N	49° 29.991600' N	15.899172	E	15° 53.950300' E					""		526.400000	3.944605	0.000000	257.420013	44297.556863	0.920000	0.820000	1.240000	10	dgps
1316	49.499862	N	49° 29.991700' N	15.899182	E	15° 53.950900' E					""		526.500000	3.945351	0.000000	257.420013	44297.556875	0.980000	0.830000	1.280000	9	dgps
1317	49.499867	N	49° 29.992000' N	15.899180	E	15° 53.950800' E					""		526.600000	3.945920	0.000000	257.420013	44297.556887	0.980000	0.830000	1.280000	9	dgps
1318	49.499873	N	49° 29.992400' N	15.899182	E	15° 53.950900' E					""		526.700000	3.946672	0.000000	257.420013	44297.556898	0.980000	0.830000	1.280000	9	dgps
1319	49.499865	N	49° 29.991900' N	15.899183	E	15° 53.951000' E					""		526.700000	3.947608	0.000000	257.420013	44297.556910	1.120000	0.860000	1.410000	8	dgps
1320	49.499857	N	49° 29.991400' N	15.899200	E	15° 53.952000' E					""		526.900000	3.949128	2.210556	80.080002	44297.556921	1.150000	0.890000	1.460000	7	dgps
1321	49.499857	N	49° 29.991400' N	15.899212	E	15° 53.952700' E					""		526.900000	3.949972	1.911667	77.690002	44297.556933	1.150000	0.890000	1.460000	7	dgps
1322	49.499858	N	49° 29.991500' N	15.899227	E	15° 53.953600' E					""		527.000000	3.951072	2.306111	77.970001	44297.556944	1.150000	0.890000	1.460000	7	dgps
1323	49.499857	N	49° 29.991400' N	15.899228	E	15° 53.953700' E					""		527.000000	3.951293	1.418056	66.940002	44297.556956	1.150000	0.890000	1.460000	7	dgps
1324	49.499862	N	49° 29.991700' N	15.899220	E	15° 53.953200' E					""		527.100000	3.952113	1.396389	69.470001	44297.556968	1.150000	0.890000	1.460000	7	dgps
1325	49.499862	N	49° 29.991700' N	15.899212	E	15° 53.952700' E					""		527.100000	3.952716	1.760000	62.680000	44297.556979	1.160000	0.890000	1.460000	7	dgps
1326	49.499860	N	49° 29.991600' N	15.899208	E	15° 53.952500' E					""		527.300000	3.953020	2.398333	73.589996	44297.556991	1.150000	0.890000	1.460000	7	dgps
1327	49.499855	N	49° 29.991300' N	15.899208	E	15° 53.952500' E					""		527.200000	3.953577	2.239444	84.830002	44297.557002	1.150000	0.890000	1.460000	7	dgps
1328	49.499852	N	49° 29.991100' N	15.899207	E	15° 53.952400' E					""		527.400000	3.953967	1.769167	81.250000	44297.557014	0.940000	0.820000	1.250000	9	dgps
1329	49.499850	N	49° 29.991000' N	15.899205	E	15° 53.952300' E					""		527.500000	3.954188	1.763611	81.809998	44297.557025	0.940000	0.820000	1.250000	9	dgps
1330	49.499845	N	49° 29.990700' N	15.899210	E	15° 53.952600' E					""		527.500000	3.954852	1.743611	90.879997	44297.557037	0.940000	0.820000	1.250000	9	dgps
1331	49.499843	N	49° 29.990600' N	15.899205	E	15° 53.952300' E					""		527.500000	3.955258	0.000000	90.879997	44297.557049	0.940000	0.820000	1.250000	9	dgps
1332	49.499842	N	49° 29.990500' N	15.899202	E	15° 53.952100' E					""		527.400000	3.955562	0.000000	90.879997	44297.557060	0.940000	0.820000	1.250000	9	dgps
1333	49.499842	N	49° 29.990500' N	15.899200	E	15° 53.952000' E					""		527.600000	3.955683	0.000000	90.879997	44297.557072	0.940000	0.820000	1.250000	9	dgps
1334	49.499842	N	49° 29.990500' N	15.899200	E	15° 53.952000' E					""		527.600000	3.955683	0.000000	90.879997	44297.557083	0.940000	0.820000	1.250000	9	dgps
1335	49.499855	N	49° 29.991300' N	15.899192	E	15° 53.951500' E					""		527.900000	3.957285	0.000000	90.879997	44297.557095	0.940000	0.820000	1.250000	9	dgps
1336	49.499852	N	49° 29.991100' N	15.899180	E	15° 53.950800' E					""		528.300000	3.958206	0.100556	90.879997	44297.557106	0.940000	0.820000	1.250000	9	dgps
1337	49.499858	N	49° 29.991500' N	15.899177	E	15° 53.950600' E					""		528.700000	3.958986	0.152500	90.879997	44297.557118	0.940000	0.820000	1.250000	9	dgps
1338	49.499877	N	49° 29.992600' N	15.899175	E	15° 53.950500' E					""		528.900000	3.961031	0.000000	90.879997	44297.557130	0.870000	0.820000	1.200000	10	dgps
1339	49.499873	N	49° 29.992400' N	15.899183	E	15° 53.951000' E					""		529.300000	3.961738	2.685000	61.070000	44297.557141	1.020000	1.450000	1.770000	9	dgps
1340	49.499878	N	49° 29.992700' N	15.899210	E	15° 53.952600' E					""		529.600000	3.963745	2.983333	65.150002	44297.557153	0.870000	0.820000	1.200000	10	dgps
1341	49.499873	N	49° 29.992400' N	15.899197	E	15° 53.951800' E					""		530.000000	3.964858	2.009444	56.549999	44297.557164	0.730000	0.680000	1.000000	13	dgps
1342	49.499855	N	49° 29.991300' N	15.899138	E	15° 53.948300' E					""		530.200000	3.969543	0.000000	56.549999	44297.557176	0.800000	0.680000	1.050000	12	dgps
1343	49.499853	N	49° 29.991200' N	15.899120	E	15° 53.947200' E					""		530.300000	3.970882	0.000000	56.549999	44297.557188	0.700000	0.660000	0.970000	14	dgps
1344	49.499852	N	49° 29.991100' N	15.899097	E	15° 53.945800' E					""		530.200000	3.972579	0.000000	56.549999	44297.557199	0.780000	0.720000	1.060000	12	dgps
1345	49.499845	N	49° 29.990700' N	15.899035	E	15° 53.942100' E					""		530.900000	3.977098	2.504167	264.420013	44297.557211	0.730000	0.690000	1.000000	13	dgps
1346	49.499840	N	49° 29.990400' N	15.898975	E	15° 53.938500' E					""		532.100000	3.981472	3.515833	257.890015	44297.557222	0.810000	1.040000	1.320000	12	dgps
1347	49.499832	N	49° 29.989900' N	15.898913	E	15° 53.934800' E					""		533.400000	3.986025	3.262222	264.769989	44297.557234	0.740000	0.920000	1.180000	13	dgps
1348	49.499822	N	49° 29.989300' N	15.898823	E	15° 53.929400' E					""		535.700000	3.992627	2.717500	267.480011	44297.557245	0.710000	0.880000	1.130000	14	dgps
1349	49.499823	N	49° 29.989400' N	15.898785	E	15° 53.927100' E					""		537.100000	3.995404	2.535833	270.320007	44297.557257	0.740000	0.950000	1.200000	13	dgps
1350	49.499820	N	49° 29.989200' N	15.898740	E	15° 53.924400' E					""		538.900000	3.998679	2.434722	274.549988	44297.557269	0.740000	0.940000	1.200000	13	dgps
1351	49.499820	N	49° 29.989200' N	15.898677	E	15° 53.920600' E					""		541.300000	4.003257	2.940833	275.290009	44297.557280	0.740000	0.950000	1.200000	13	dgps
1352	49.499822	N	49° 29.989300' N	15.898630	E	15° 53.917800' E					""		543.300000	4.006636	3.033333	276.209991	44297.557292	0.710000	0.880000	1.130000	14	dgps
1353	49.499822	N	49° 29.989300' N	15.898583	E	15° 53.915000' E					""		545.200000	4.010010	3.067500	279.269989	44297.557303	0.700000	0.660000	0.970000	14	dgps
1354	49.499825	N	49° 29.989500' N	15.898540	E	15° 53.912400' E					""		546.900000	4.013165	3.077222	282.209991	44297.557315	0.710000	0.880000	1.130000	14	dgps
1355	49.499832	N	49° 29.989900' N	15.898500	E	15° 53.910000' E					""		548.400000	4.016150	3.176389	285.970001	44297.557326	0.710000	0.880000	1.130000	14	dgps
1356	49.499833	N	49° 29.990000' N	15.898452	E	15° 53.907100' E					""		550.200000	4.019650	3.167500	284.359985	44297.557338	0.710000	0.880000	1.130000	14	dgps
1357	49.499837	N	49° 29.990200' N	15.898403	E	15° 53.904200' E					""		551.800000	4.023164	3.460000	283.450012	44297.557350	0.710000	0.880000	1.130000	14	dgps
1358	49.499838	N	49° 29.990300' N	15.898353	E	15° 53.901200' E					""		552.800000	4.026783	3.795833	283.079987	44297.557361	0.710000	0.880000	1.130000	14	dgps
1359	49.499845	N	49° 29.990700' N	15.898302	E	15° 53.898100' E					""		553.500000	4.030592	3.703611	283.910004	44297.557373	0.710000	0.880000	1.130000	14	dgps
1360	49.499850	N	49° 29.991000' N	15.898252	E	15° 53.895100' E					""		554.400000	4.034249	3.712500	281.190002	44297.557384	0.710000	0.880000	1.130000	14	dgps
1361	49.499852	N	49° 29.991100' N	15.898198	E	15° 53.891900' E					""		555.100000	4.038109	3.691111	279.649994	44297.557396	0.700000	0.660000	0.970000	14	dgps
1362	49.499857	N	49° 29.991400' N	15.898148	E	15° 53.888900' E					""		556.500000	4.041767	3.470556	280.149994	44297.557407	0.680000	0.880000	1.110000	15	dgps
1363	49.499862	N	49° 29.991700' N	15.898102	E	15° 53.886100' E					""		557.400000	4.045186	3.373889	281.679993	44297.557419	0.680000	0.870000	1.110000	15	dgps
1364	49.499868	N	49° 29.992100' N	15.898053	E	15° 53.883200' E					""		558.200000	4.048758	3.472778	282.480011	44297.557431	0.650000	0.830000	1.060000	16	dgps
1365	49.499878	N	49° 29.992700' N	15.898008	E	15° 53.880500' E					""		558.600000	4.052197	3.653333	290.179993	44297.557442	0.640000	0.640000	0.900000	16	dgps
1366	49.499890	N	49° 29.993400' N	15.897965	E	15° 53.877900' E					""		558.900000	4.055588	3.381667	293.850006	44297.557454	0.650000	0.830000	1.060000	16	dgps
1367	49.499900	N	49° 29.994000' N	15.897917	E	15° 53.875000' E					""		559.400000	4.059256	3.606945	289.880005	44297.557465	0.680000	0.870000	1.110000	15	dgps
1368	49.499908	N	49° 29.994500' N	15.897870	E	15° 53.872200' E					""		559.400000	4.062755	3.573611	286.660004	44297.557477	0.680000	0.870000	1.110000	15	dgps
1369	49.499915	N	49° 29.994900' N	15.897822	E	15° 53.869300' E					""		559.500000	4.066327	3.493611	284.950012	44297.557488	0.650000	0.830000	1.060000	16	dgps
1370	49.499922	N	49° 29.995300' N	15.897777	E	15° 53.866600' E					""		559.900000	4.069664	3.328056	285.429993	44297.557500	0.640000	0.640000	0.900000	16	dgps
1371	49.499928	N	49° 29.995700' N	15.897732	E	15° 53.863900' E					""		560.300000	4.073001	3.028056	290.359985	44297.557512	0.640000	0.640000	0.900000	16	dgps
1372	49.499932	N	49° 29.995900' N	15.897688	E	15° 53.861300' E					""		560.500000	4.076156	2.705000	287.839996	44297.557523	0.640000	0.640000	0.900000	16	dgps
1373	49.499940	N	49° 29.996400' N	15.897648	E	15° 53.858900' E					""		560.700000	4.079193	2.810833	287.959991	44297.557535	0.640000	0.640000	0.900000	16	dgps
1374	49.499947	N	49° 29.996800' N	15.897605	E	15° 53.856300' E					""		560.600000	4.082412	3.120000	282.119995	44297.557546	0.650000	0.830000	1.060000	16	dgps
1375	49.499953	N	49° 29.997200' N	15.897563	E	15° 53.853800' E					""		560.800000	4.085514	2.979445	279.420013	44297.557558	0.640000	0.640000	0.900000	16	dgps
1376	49.499960	N	49° 29.997600' N	15.897528	E	15° 53.851700' E					""		560.800000	4.088151	2.380556	287.510010	44297.557569	0.640000	0.640000	0.900000	16	dgps
1377	49.499968	N	49° 29.998100' N	15.897490	E	15° 53.849400' E					""		560.700000	4.091074	2.771667	292.369995	44297.557581	0.650000	0.830000	1.060000	16	dgps
1378	49.499978	N	49° 29.998700' N	15.897448	E	15° 53.846900' E					""		560.500000	4.094285	3.093055	292.570007	44297.557593	0.650000	0.830000	1.060000	16	dgps
1379	49.499992	N	49° 29.999500' N	15.897408	E	15° 53.844500' E					""		560.400000	4.097536	3.109722	297.140015	44297.557604	0.650000	0.830000	1.060000	16	dgps
1380	49.500007	N	49° 30.000400' N	15.897365	E	15° 53.841900' E					""		560.500000	4.101086	3.104167	298.079987	44297.557616	0.650000	0.830000	1.060000	16	dgps
1381	49.500018	N	49° 30.001100' N	15.897317	E	15° 53.839000' E					""		560.500000	4.104814	3.483889	294.470001	44297.557627	0.640000	0.640000	0.900000	16	dgps
1382	49.500032	N	49° 30.001900' N	15.897267	E	15° 53.836000' E					""		560.600000	4.108721	3.761389	293.329987	44297.557639	0.650000	0.830000	1.060000	16	dgps
1383	49.500052	N	49° 30.003100' N	15.897220	E	15° 53.833200' E					""		560.800000	4.112764	3.536667	296.809998	44297.557650	0.640000	0.640000	0.910000	16	dgps
1384	49.500067	N	49° 30.004000' N	15.897173	E	15° 53.830400' E					""		560.900000	4.116528	3.336667	295.089996	44297.557662	0.650000	0.830000	1.060000	16	dgps
1385	49.500085	N	49° 30.005100' N	15.897125	E	15° 53.827500' E					""		560.800000	4.120575	3.366945	297.829987	44297.557674	0.650000	0.830000	1.060000	16	dgps
1386	49.500105	N	49° 30.006300' N	15.897075	E	15° 53.824500' E					""		560.900000	4.124820	3.371389	297.179993	44297.557685	0.650000	0.830000	1.060000	16	dgps
1387	49.500123	N	49° 30.007400' N	15.897032	E	15° 53.821900' E					""		560.900000	4.128559	3.245000	297.049988	44297.557697	0.640000	0.640000	0.900000	16	dgps
1388	49.500140	N	49° 30.008400' N	15.896987	E	15° 53.819200' E					""		561.300000	4.132304	3.237222	298.850006	44297.557708	0.650000	0.830000	1.060000	16	dgps
1389	49.500158	N	49° 30.009500' N	15.896938	E	15° 53.816300' E					""		560.700000	4.136351	3.455833	299.049988	44297.557720	0.650000	0.830000	1.060000	16	dgps
1390	49.500173	N	49° 30.010400' N	15.896900	E	15° 53.814000' E					""		560.800000	4.139586	3.031945	302.660004	44297.557731	0.650000	0.830000	1.060000	16	dgps
1391	49.500190	N	49° 30.011400' N	15.896860	E	15° 53.811600' E					""		560.700000	4.143022	3.243889	302.369995	44297.557743	0.650000	0.830000	1.060000	16	dgps
1392	49.500210	N	49° 30.012600' N	15.896815	E	15° 53.808900' E					""		560.100000	4.146964	3.513333	302.970001	44297.557755	0.650000	0.830000	1.060000	16	dgps
1393	49.500230	N	49° 30.013800' N	15.896772	E	15° 53.806300' E					""		560.000000	4.150808	3.301111	302.140015	44297.557766	0.650000	0.830000	1.060000	16	dgps
1394	49.500248	N	49° 30.014900' N	15.896733	E	15° 53.804000' E					""		560.300000	4.154250	2.957500	304.070007	44297.557778	0.650000	0.830000	1.060000	16	dgps
1395	49.500265	N	49° 30.015900' N	15.896700	E	15° 53.802000' E					""		560.500000	4.157291	2.611389	308.040009	44297.557789	0.650000	0.830000	1.060000	16	dgps
1396	49.500282	N	49° 30.016900' N	15.896667	E	15° 53.800000' E					""		560.600000	4.160332	2.868611	303.649994	44297.557801	0.640000	0.640000	0.910000	16	dgps
1397	49.500300	N	49° 30.018000' N	15.896627	E	15° 53.797600' E					""		560.700000	4.163872	2.901111	302.309998	44297.557813	0.650000	0.830000	1.060000	16	dgps
1398	49.500317	N	49° 30.019000' N	15.896588	E	15° 53.795300' E					""		560.900000	4.167207	2.603611	301.820007	44297.557824	0.650000	0.830000	1.060000	16	dgps
1399	49.500340	N	49° 30.020400' N	15.896545	E	15° 53.792700' E					""		560.000000	4.171276	2.572222	302.529999	44297.557836	0.690000	0.890000	1.120000	15	dgps
1400	49.500357	N	49° 30.021400' N	15.896512	E	15° 53.790700' E					""		559.700000	4.174318	2.170000	301.089996	44297.557847	0.650000	0.830000	1.060000	16	dgps
1401	49.500368	N	49° 30.022100' N	15.896483	E	15° 53.789000' E					""		559.400000	4.176743	1.809722	299.100006	44297.557859	0.650000	0.830000	1.060000	16	dgps
1402	49.500382	N	49° 30.022900' N	15.896447	E	15° 53.786800' E					""		558.400000	4.179781	2.198056	296.989990	44297.557870	0.640000	0.640000	0.910000	16	dgps
1403	49.500393	N	49° 30.023600' N	15.896408	E	15° 53.784500' E					""		557.400000	4.182842	2.359444	287.829987	44297.557882	0.650000	0.830000	1.060000	16	dgps
1404	49.500417	N	49° 30.025000' N	15.896373	E	15° 53.782400' E					""		557.300000	4.186468	2.588333	297.950012	44297.557894	0.640000	0.640000	0.910000	16	dgps
1405	49.500433	N	49° 30.026000' N	15.896335	E	15° 53.780100' E					""		557.200000	4.189803	2.690000	295.049988	44297.557905	0.650000	0.830000	1.060000	16	dgps
1406	49.500447	N	49° 30.026800' N	15.896298	E	15° 53.777900' E					""		556.500000	4.192841	2.235556	299.049988	44297.557917	0.650000	0.830000	1.060000	16	dgps
1407	49.500458	N	49° 30.027500' N	15.896260	E	15° 53.775600' E					""		556.400000	4.195902	2.072500	296.119995	44297.557928	0.650000	0.830000	1.060000	16	dgps
1408	49.500477	N	49° 30.028600' N	15.896217	E	15° 53.773000' E					""		555.800000	4.199640	2.273889	304.970001	44297.557940	0.650000	0.830000	1.060000	16	dgps
1409	49.500490	N	49° 30.029400' N	15.896185	E	15° 53.771100' E					""		555.500000	4.202369	2.310833	297.959991	44297.557951	0.640000	0.640000	0.910000	16	dgps
1410	49.500498	N	49° 30.029900' N	15.896143	E	15° 53.768600' E					""		554.100000	4.205521	2.195833	285.720001	44297.557963	0.650000	0.830000	1.060000	16	dgps
1411	49.500508	N	49° 30.030500' N	15.896110	E	15° 53.766600' E					""		553.300000	4.208175	1.946667	283.429993	44297.557975	0.650000	0.830000	1.060000	16	dgps
1412	49.500517	N	49° 30.031000' N	15.896073	E	15° 53.764400' E					""		552.200000	4.210984	1.978889	286.380005	44297.557986	0.640000	0.640000	0.910000	16	dgps
1413	49.500527	N	49° 30.031600' N	15.896030	E	15° 53.761800' E					""		550.600000	4.214308	2.575833	286.500000	44297.557998	0.690000	0.890000	1.120000	15	dgps
1414	49.500540	N	49° 30.032400' N	15.895990	E	15° 53.759400' E					""		550.000000	4.217559	2.481389	285.459991	44297.558009	0.720000	0.890000	1.150000	14	dgps
